PT08.S1(CO),T,RH,AH
1197,38.0,17.2,1.1227
1116,38.9,15.9,1.0896
1115,40.4,15.0,1.1125
1018,40.1,15.2,1.1065
1109,42.0,14.2,1.1517
1105,42.7,14.4,1.2092
1128,41.6,14.5,1.1483
1301,39.6,18.8,1.3413
1416,36.1,25.5,1.4949
1301,33.3,29.9,1.5079
1261,31.2,33.2,1.4831
1295,30.1,35.8,1.5034
1239,28.9,39.1,1.537
1229,27.8,43.3,1.5929
1125,26.9,46.1,1.608
1044,26.4,47.1,1.5947
976,25.2,51.4,1.621
1015,23.8,55.4,1.6073
954,24.9,50.6,1.5755
1032,25.0,49.2,1.5418
1518,24.7,50.9,1.5593
1602,26.4,46.3,1.5722
1362,28.1,42.0,1.5735
1394,34.0,29.9,1.5614
1205,37.3,22.9,1.4373
1210,40.1,19.0,1.3849
1138,42.0,15.8,1.2759
1079,42.8,14.3,1.2003
1158,44.3,13.0,1.183
1186,44.6,12.6,1.1684
1261,43.4,14.8,1.2882
1339,40.6,18.2,1.368
1342,37.1,21.3,1.3223
1317,34.5,25.5,1.368
1210,32.2,30.4,1.4433
1220,30.4,35.4,1.5144
1276,29.4,38.7,1.5581
1270,28.6,38.7,1.4921
1053,27.7,40.5,1.4835
956,28.0,39.8,1.4803
954,24.8,48.5,1.4953
912,25.6,45.8,1.4801
973,23.6,51.5,1.4852
1037,25.1,46.5,1.4615
1306,24.5,48.3,1.4593
1367,26.6,42.8,1.4675
1335,29.0,37.6,1.4866
1250,34.2,28.5,1.5071
1142,37.3,22.9,1.4369
1168,40.1,17.5,1.2721
1125,42.2,14.6,1.192
1083,41.9,15.2,1.2173
1080,43.1,13.8,1.1803
1085,42.8,13.8,1.1681
1115,41.1,16.5,1.2701
1259,38.7,20.3,1.3743
1241,35.8,24.1,1.3924
1156,33.1,28.3,1.4121
1055,30.1,33.9,1.4257
1144,29.0,36.6,1.4431
1169,28.5,38.4,1.468
1195,27.8,39.9,1.4682
1158,27.0,42.8,1.503
1075,26.4,44.5,1.5119
973,25.8,46.6,1.5269
989,25.1,48.5,1.5266
967,24.6,52.2,1.5881
968,24.4,50.5,1.5243
1062,25.2,49.1,1.5546
1143,26.6,50.8,1.7419
1152,28.0,46.9,1.748
1238,32.7,34.5,1.6798
1103,36.6,26.5,1.599
1043,37.8,26.3,1.6951
1058,38.3,27.1,1.797
960,35.4,32.4,1.837
972,37.3,28.8,1.8087
1012,36.6,28.2,1.697
1021,35.1,29.6,1.6452
1034,32.3,33.4,1.59
1026,29.9,37.9,1.5745
966,28.2,41.9,1.5776
948,27.2,45.9,1.6316
984,27.3,45.7,1.6308
1077,27.0,47.1,1.6573
1163,23.7,69.3,2.0042
965,23.8,63.5,1.8495
941,24.7,56.9,1.739
851,25.0,53.1,1.6541
870,24.1,59.6,1.7657
834,22.5,69.1,1.8578
859,23.4,64.4,1.835
843,24.4,57.9,1.7476
851,24.5,56.9,1.7225
853,24.9,54.8,1.7063
908,27.0,47.4,1.6661
928,27.6,43.7,1.5877
905,28.2,42.6,1.6062
901,29.1,40.8,1.6203
869,29.8,38.6,1.5911
891,31.5,34.5,1.5666
855,31.2,36.3,1.6217
911,30.0,41.3,1.7259
989,27.6,47.5,1.7266
1048,28.8,41.3,1.6164
1049,28.5,41.6,1.5959
1035,27.7,43.4,1.5833
1034,27.3,44.1,1.5751
1022,26.9,45.5,1.5926
1007,26.6,47.2,1.616
945,26.0,48.0,1.5882
880,26.2,45.7,1.5324
837,25.9,46.3,1.524
822,25.6,46.8,1.5111
860,25.3,47.6,1.5159
1023,25.4,48.5,1.5507
1150,26.5,46.3,1.5768
1088,27.9,42.7,1.5754
993,28.8,38.9,1.5184
962,31.7,31.5,1.4487
974,33.9,26.9,1.3964
998,34.7,26.5,1.4408
964,35.4,24.8,1.4017
903,35.2,24.1,1.351
973,36.3,22.8,1.3564
976,35.4,23.8,1.3443
1026,34.6,23.5,1.2691
1163,33.0,28.2,1.3921
1082,32.5,27.9,1.3373
1029,30.5,29.9,1.2875
991,29.1,33.1,1.3126
950,28.4,35.8,1.3665
997,27.7,37.9,1.3842
912,28.3,35.5,1.3414
861,27.1,38.6,1.3632
838,25.8,40.9,1.3377
784,26.0,40.6,1.3467
800,24.6,43.4,1.3248
825,25.1,42.3,1.326
996,23.1,48.8,1.3638
1086,24.7,46.8,1.4337
1041,24.6,45.1,1.3714
991,26.2,38.5,1.2932
999,29.3,31.0,1.2445
981,31.2,26.6,1.192
926,31.1,26.2,1.1619
939,31.7,26.4,1.2153
915,31.7,25.6,1.179
883,32.6,22.5,1.0901
926,32.8,22.2,1.0835
989,32.4,22.4,1.0701
1003,31.4,22.7,1.027
933,28.4,24.7,0.9404
912,27.7,24.2,0.882
888,26.1,28.3,0.9456
858,25.3,28.4,0.9041
837,25.2,27.7,0.874
902,24.5,28.0,0.8489
860,23.6,31.9,0.9195
794,22.8,34.7,0.9514
742,23.6,33.2,0.9577
779,20.5,41.2,0.9802
798,20.6,41.5,0.9982
851,20.2,42.5,0.9949
1048,20.9,40.4,0.9884
1210,22.4,38.0,1.0201
1172,26.0,29.7,0.9831
1026,31.4,18.6,0.8398
914,34.2,15.8,0.8371
938,35.4,15.3,0.8649
908,34.6,15.5,0.8435
892,33.9,16.2,0.8454
949,35.3,15.0,0.8463
956,36.8,13.7,0.8335
1070,34.4,16.4,0.8761
1103,35.3,16.8,0.9448
1074,32.3,20.7,0.9875
1086,29.6,26.1,1.0682
960,28.6,27.2,1.048
974,27.6,27.4,0.9926
939,26.3,29.0,0.9807
954,25.4,30.1,0.9602
925,24.7,32.1,0.9878
797,25.7,30.9,1.0048
787,25.1,32.6,1.0203
774,23.9,34.4,1.0079
838,21.4,40.3,1.0157
918,21.2,41.2,1.0246
1125,21.6,40.9,1.0468
1281,24.0,36.6,1.0763
1145,26.8,29.5,1.0209
1088,31.8,19.4,0.8936
1043,34.4,16.6,0.8892
998,35.3,16.7,0.9402
998,36.4,16.8,1.0033
960,34.8,19.5,1.0667
1062,38.6,16.1,1.0853
1050,38.5,16.5,1.1037
1096,37.4,18.1,1.1467
1081,35.7,19.8,1.1399
1096,32.0,24.9,1.1663
1051,29.7,28.1,1.1544
1106,28.5,32.1,1.2296
1177,27.6,40.5,1.4715
1111,26.3,45.6,1.5349
1083,25.7,46.1,1.5025
1005,25.1,46.3,1.4486
942,23.5,51.3,1.467
907,23.1,52.1,1.4518
867,23.7,51.2,1.4795
882,23.0,52.2,1.4516
894,23.0,49.9,1.3849
1263,23.0,50.9,1.4105
1380,24.4,49.3,1.4814
1333,26.8,46.6,1.6157
1264,32.2,32.6,1.5412
1115,34.8,26.0,1.4241
1078,36.1,24.8,1.4628
1055,37.7,21.8,1.3977
1031,36.9,21.8,1.3384
1033,39.1,18.7,1.2884
1043,39.3,18.9,1.318
1118,38.2,21.8,1.4312
1137,36.6,23.3,1.4042
1153,33.3,28.7,1.4454
1145,30.9,34.2,1.5064
1149,29.1,38.9,1.5384
1149,28.1,40.3,1.5086
1052,27.0,41.6,1.4596
935,25.7,46.8,1.523
935,25.1,51.1,1.6044
930,23.7,56.5,1.6341
880,23.8,55.3,1.6068
916,23.7,54.6,1.5823
975,22.6,58.8,1.5903
948,24.0,53.4,1.5748
1069,25.2,51.0,1.6131
1210,27.3,47.1,1.6807
1272,32.8,33.4,1.633
1240,36.0,28.0,1.6304
1171,38.5,23.8,1.5944
1072,39.8,20.5,1.4687
970,38.1,22.0,1.4402
938,40.0,20.0,1.4517
976,40.4,19.8,1.4724
958,39.1,20.7,1.427
1014,37.3,24.3,1.5222
1091,34.0,30.9,1.6158
1080,31.8,34.5,1.5911
1128,30.1,37.7,1.5799
1105,28.6,42.3,1.6251
1141,27.7,44.6,1.6304
1104,26.6,47.5,1.6265
1065,25.7,50.7,1.6491
971,25.1,53.9,1.689
891,24.8,58.7,1.8089
936,23.5,63.6,1.8223
845,24.3,59.4,1.7838
872,23.3,62.0,1.7547
903,24.1,63.1,1.8619
971,25.0,60.7,1.892
1006,27.3,52.4,1.8707
1012,32.4,37.3,1.7808
975,35.4,31.3,1.7736
944,37.4,28.2,1.7808
857,39.2,20.2,1.4104
824,38.1,18.5,1.2141
868,40.2,17.7,1.2989
908,39.7,19.1,1.3646
912,38.5,19.8,1.326
986,36.6,24.6,1.4872
1037,33.1,32.7,1.62
1088,30.7,38.7,1.678
1093,29.5,42.7,1.7316
1142,27.8,52.6,1.9398
1170,27.4,55.5,1.9998
1142,27.3,57.1,2.0426
986,26.7,60.1,2.067
942,26.2,61.6,2.0575
882,25.5,62.8,2.0236
854,25.5,61.8,1.9831
910,25.1,62.4,1.9602
1005,24.6,62.7,1.9158
1193,25.7,58.9,1.9156
1297,27.1,54.4,1.9206
1180,28.4,50.7,1.9329
1134,32.7,36.9,1.7953
1113,34.0,32.7,1.7146
1084,35.6,29.2,1.6684
1009,37.1,25.6,1.5868
1002,36.1,26.4,1.5505
1007,37.9,23.8,1.5392
996,38.0,22.2,1.4483
1050,36.9,22.7,1.3887
1100,35.5,25.7,1.4626
1085,32.8,32.2,1.5779
1079,30.5,38.2,1.6376
1086,28.8,43.5,1.6989
1092,28.0,46.2,1.721
1097,27.1,49.4,1.7398
1075,26.4,52.2,1.7708
1008,26.2,52.3,1.7561
895,27.1,47.4,1.6809
838,28.0,45.2,1.6832
866,25.8,50.9,1.6605
872,27.2,47.2,1.6803
922,27.0,48.3,1.6946
1362,25.9,51.5,1.7
1349,27.4,48.6,1.7447
1298,29.1,45.5,1.7998
1234,32.8,36.9,1.803
1147,34.7,32.1,1.741
1173,33.7,35.1,1.8022
1118,35.1,32.4,1.7996
1078,35.4,30.9,1.7505
1076,36.5,28.7,1.7256
1103,38.0,24.7,1.6073
1117,37.5,24.4,1.5515
1166,35.5,28.9,1.6468
1157,31.9,37.5,1.7442
1136,30.1,45.0,1.8891
1122,28.8,48.9,1.9105
1121,28.8,48.8,1.9039
1150,28.0,49.0,1.8237
1074,27.5,51.5,1.8664
1039,27.3,51.5,1.844
963,26.7,53.3,1.8366
889,25.9,55.1,1.8117
868,27.0,51.8,1.8147
877,26.8,50.9,1.7693
1056,25.0,57.0,1.7792
1288,26.2,52.8,1.7729
1381,28.3,47.6,1.7981
1113,29.9,42.1,1.7474
1062,33.0,35.4,1.7504
1094,35.6,30.6,1.7493
1050,37.1,27.9,1.7309
1056,37.9,25.7,1.6651
944,37.2,23.6,1.4764
1003,39.1,21.7,1.5031
1018,39.3,22.0,1.5366
1108,38.2,23.8,1.5666
1049,34.0,33.2,1.7395
1078,25.5,58.6,1.8891
999,27.2,46.0,1.6376
943,27.6,45.2,1.6479
987,25.4,52.7,1.6867
939,26.1,49.4,1.6491
1015,25.0,53.6,1.6721
935,25.4,52.9,1.698
908,25.4,54.4,1.7384
853,25.4,54.6,1.7432
851,24.5,57.1,1.7327
957,22.8,63.7,1.7392
1059,22.6,64.1,1.7358
1261,24.3,58.0,1.7429
1215,26.5,50.4,1.7215
1097,28.1,45.4,1.697
1135,31.7,36.7,1.6843
1117,35.8,28.7,1.6626
1108,36.8,27.2,1.6623
1038,38.3,24.5,1.622
985,34.2,30.8,1.6299
1100,28.7,51.4,1.9871
1067,23.9,69.1,2.0202
1140,21.5,78.8,1.9939
1113,21.6,78.5,1.994
1124,21.5,78.4,1.9818
1056,20.8,80.9,1.9637
1002,20.7,81.8,1.9717
971,23.1,70.1,1.9582
1001,22.7,68.4,1.8627
1058,22.1,72.6,1.9105
1030,21.8,74.1,1.915
950,21.9,72.8,1.8944
912,21.7,73.2,1.8763
893,21.4,75.5,1.9033
938,21.4,75.5,1.9069
1065,21.9,74.9,1.9396
1240,22.0,75.9,1.9817
1307,22.5,74.9,2.019
1229,24.5,66.2,2.0011
1220,25.6,61.2,1.9808
1218,29.3,48.4,1.9367
1171,33.5,36.0,1.8395
1067,35.6,29.8,1.7045
1054,33.7,33.4,1.7186
1051,34.1,33.3,1.7509
1103,31.5,43.5,1.9797
970,32.5,40.6,1.9481
1100,29.8,45.2,1.8642
1129,27.7,49.9,1.8189
1126,26.4,54.6,1.8459
1019,25.5,58.0,1.8611
1011,25.1,59.9,1.8797
1039,24.1,63.5,1.8828
974,23.8,65.0,1.8897
925,23.4,64.9,1.843
810,24.4,58.6,1.7714
800,23.3,63.3,1.7895
813,21.9,67.1,1.7414
788,23.6,61.2,1.7588
815,22.6,63.4,1.7136
868,22.9,62.6,1.7253
951,23.3,61.8,1.7504
1075,25.4,56.2,1.7961
1058,30.6,41.9,1.8104
1012,33.5,34.0,1.73
929,35.5,29.8,1.7004
902,37.5,24.7,1.5637
836,35.1,25.2,1.402
858,38.1,21.1,1.3863
886,38.5,21.8,1.4653
974,36.8,29.5,1.8037
1008,34.9,33.4,1.8384
990,32.2,37.4,1.7655
981,29.7,41.7,1.7081
954,27.7,47.4,1.7344
1030,27.3,49.4,1.7602
1033,26.3,51.3,1.7251
963,25.7,54.1,1.7546
918,25.4,55.1,1.7628
868,24.9,57.3,1.7822
886,24.1,61.8,1.8339
813,23.9,61.2,1.7871
815,23.8,61.3,1.7881
815,23.4,61.7,1.7495
835,24.3,58.4,1.7508
921,25.1,56.6,1.7798
963,27.3,51.3,1.835
935,29.5,45.9,1.8662
1007,27.6,52.4,1.9055
1032,25.4,68.0,2.1806
901,32.2,40.3,1.8999
851,31.6,38.9,1.7838
877,33.0,37.3,1.8481
909,35.1,32.1,1.7841
908,35.0,31.1,1.7173
926,33.8,32.1,1.6596
1010,31.1,38.8,1.7295
1031,29.0,46.1,1.8141
1070,28.1,50.6,1.8969
1124,27.1,54.7,1.9284
1066,26.6,56.4,1.9349
1001,25.8,60.4,1.9759
967,25.5,61.6,1.9804
901,24.9,63.5,1.9647
835,24.3,65.1,1.9475
820,23.8,65.7,1.9079
896,23.2,68.0,1.9045
996,23.2,67.5,1.899
1159,24.3,63.3,1.8929
1185,25.5,59.7,1.9193
1168,27.7,52.5,1.9138
1044,31.8,38.9,1.8005
983,32.7,34.1,1.6592
1032,34.3,31.5,1.6745
1019,34.2,31.5,1.6675
982,33.9,32.3,1.6809
1016,34.4,31.9,1.7005
1091,29.8,41.7,1.7167
1109,28.8,45.9,1.7884
1098,28.2,51.1,1.9221
1088,27.5,54.4,1.9705
1035,27.4,55.0,1.9827
942,28.1,51.6,1.9269
902,26.3,56.5,1.9027
919,24.4,65.0,1.9612
875,24.4,63.6,1.9218
927,23.5,67.4,1.9305
1032,23.4,65.7,1.872
1193,24.5,61.3,1.8522
1268,26.0,55.8,1.8536
1238,28.5,48.5,1.8607
1230,33.6,35.7,1.8229
1161,36.5,28.9,1.7359
1048,39.0,23.7,1.6346
929,38.8,23.7,1.6093
950,38.0,24.0,1.5686
1013,40.5,23.3,1.7416
1034,39.8,25.4,1.8213
1082,39.6,23.3,1.6535
1110,38.8,24.7,1.6772
1118,34.7,35.9,1.9528
1136,32.3,43.6,2.07
1106,30.7,48.1,2.0821
1151,29.5,50.6,2.0492
1144,28.8,52.0,2.0297
1118,28.2,55.0,2.0697
1066,27.2,59.1,2.0997
991,26.7,60.7,2.0977
906,26.9,60.3,2.1074
903,26.4,61.6,2.0931
941,25.9,63.6,2.102
1074,26.1,63.7,2.117
1114,26.8,60.5,2.1008
1162,27.9,56.5,2.0895
1165,29.8,51.1,2.1054
1179,33.6,41.0,2.0995
1144,35.1,38.1,2.1144
1066,36.2,34.9,2.0578
1056,38.0,30.7,2.0022
995,36.6,30.8,1.8617
967,38.8,25.4,1.7282
1048,38.7,25.8,1.7426
1092,37.4,29.9,1.8848
1056,36.2,31.1,1.8371
1100,33.8,34.5,1.7788
1057,31.4,40.7,1.8377
1068,30.8,45.0,1.9733
1050,29.4,50.0,2.0181
1074,28.1,54.1,2.029
1053,27.3,57.8,2.0646
1003,26.7,60.6,2.0942
933,25.9,64.5,2.1247
869,25.6,63.5,2.0566
864,26.7,61.0,2.101
931,25.8,64.6,2.1195
921,26.5,60.6,2.063
1139,26.4,61.7,2.0929
1205,27.5,60.1,2.1719
1126,29.4,53.1,2.1362
1066,33.4,39.9,2.0177
1069,33.2,39.2,1.9642
975,34.5,35.1,1.8856
955,37.1,30.5,1.8962
949,35.9,32.1,1.8697
941,37.3,28.0,1.7537
942,38.1,26.3,1.7252
974,37.1,27.2,1.6844
1012,35.2,31.2,1.7485
1017,32.1,38.7,1.819
1006,30.3,45.1,1.9129
1008,29.3,50.2,2.0127
989,28.6,53.7,2.0691
1080,27.8,57.4,2.1107
1033,27.4,59.4,2.1395
968,27.2,59.3,2.1059
853,26.7,61.0,2.1005
810,26.0,62.7,2.0737
817,25.4,63.1,2.0184
840,26.1,60.3,2.012
940,25.2,67.1,2.1164
1076,26.0,61.9,2.0511
1086,27.0,57.5,2.0183
1031,30.5,44.4,1.9076
1016,33.4,35.1,1.781
953,35.7,29.0,1.6716
918,35.8,27.7,1.6041
892,36.3,27.4,1.6264
841,33.6,28.8,1.4695
799,35.2,20.5,1.1418
838,35.0,22.4,1.2371
870,34.0,25.2,1.314
892,32.0,28.2,1.3204
926,29.4,34.4,1.3899
919,28.1,41.1,1.535
932,26.9,47.5,1.6595
957,26.6,50.4,1.724
994,25.9,52.9,1.7478
984,25.4,54.6,1.7483
919,25.1,55.7,1.7471
847,25.1,55.3,1.733
802,25.0,56.0,1.7428
795,25.2,55.0,1.7405
809,25.6,53.5,1.7291
835,24.7,55.9,1.7114
967,24.0,57.2,1.6835
969,25.0,53.2,1.663
913,28.0,43.4,1.6162
933,31.6,35.5,1.6269
922,35.0,29.0,1.6017
914,35.3,27.6,1.5512
873,36.2,24.1,1.4235
831,34.8,24.5,1.3373
840,38.2,19.6,1.2915
874,38.9,20.3,1.382
896,36.9,27.1,1.6683
964,35.2,32.1,1.7898
1001,32.0,38.2,1.788
1005,29.8,41.8,1.7269
979,28.2,45.9,1.7272
935,27.1,48.2,1.7075
939,26.7,49.5,1.7048
878,26.1,50.8,1.6917
848,25.7,52.5,1.7077
826,24.8,55.4,1.7054
804,23.8,57.5,1.6723
789,22.4,62.2,1.6648
785,22.5,61.8,1.6654
772,22.7,59.2,1.6139
796,23.0,58.4,1.6223
875,23.9,56.3,1.6489
955,26.3,50.1,1.6889
938,32.1,34.0,1.6039
954,35.8,25.7,1.4861
875,38.3,19.8,1.3067
810,37.3,20.5,1.286
746,36.3,18.4,1.0976
738,36.8,16.9,1.0347
771,37.9,15.9,1.0296
799,36.7,17.1,1.0398
831,33.8,21.9,1.1303
885,32.6,24.6,1.1885
883,30.6,28.4,1.2247
906,29.4,30.5,1.2288
982,28.4,34.4,1.314
892,28.3,34.1,1.2951
841,27.8,35.2,1.2968
859,25.3,39.7,1.2656
810,24.5,41.5,1.2589
759,24.8,39.8,1.2231
749,23.3,41.9,1.1856
766,21.5,45.6,1.1558
865,21.3,47.0,1.1793
924,22.2,45.0,1.1867
973,23.6,40.8,1.1746
1028,27.1,32.4,1.1462
979,33.4,20.1,1.0142
892,35.3,17.0,0.9546
892,37.4,14.7,0.9295
836,38.6,14.6,0.9821
824,35.8,17.8,1.0274
825,38.4,16.4,1.0957
871,39.7,15.3,1.0963
903,38.8,15.8,1.0706
944,35.2,22.3,1.2467
969,31.7,28.2,1.2962
1005,30.4,30.9,1.3219
972,29.5,32.1,1.3005
960,28.0,34.9,1.2989
946,28.2,36.6,1.3722
959,26.5,40.7,1.3873
877,28.3,36.7,1.3878
867,25.7,43.8,1.4233
836,24.3,49.0,1.4666
820,24.3,48.3,1.4449
828,23.6,49.2,1.4153
929,22.2,53.9,1.4201
1118,22.5,52.3,1.41
1155,24.3,47.8,1.4321
1112,27.3,40.7,1.4548
1094,33.3,28.2,1.4189
1022,35.3,23.1,1.2989
968,36.1,21.3,1.2502
978,38.5,18.0,1.2055
947,36.5,20.8,1.2446
997,38.8,19.1,1.3035
1026,38.8,19.8,1.3513
973,38.1,19.7,1.2928
925,36.1,20.7,1.2151
957,32.8,24.3,1.1894
1029,30.4,29.8,1.2712
1109,29.1,33.6,1.3314
1105,28.6,35.7,1.3726
1039,28.0,36.1,1.3425
965,25.8,39.5,1.2949
955,25.1,40.1,1.2544
935,24.4,42.5,1.2854
902,23.0,46.2,1.2783
875,22.5,46.7,1.261
884,22.9,45.7,1.2621
942,23.8,41.8,1.2149
1077,24.4,42.6,1.2866
1040,27.3,36.8,1.3189
982,29.6,35.4,1.4426
995,34.6,28.3,1.5338
1024,33.1,32.6,1.6188
1029,33.3,33.1,1.6642
1003,34.6,30.1,1.6296
987,34.9,29.5,1.6275
1023,35.6,28.5,1.6293
1023,36.4,27.1,1.6226
1064,36.8,26.2,1.5984
1042,36.4,26.8,1.6038
1059,33.3,32.8,1.6527
1050,31.3,39.5,1.7798
1025,29.9,44.7,1.8511
1029,29.1,48.4,1.9186
1055,28.0,52.9,1.964
1001,27.7,53.0,1.9423
936,27.7,52.6,1.9202
863,28.3,49.5,1.8782
834,28.8,49.0,1.9112
841,27.7,52.5,1.923
871,27.5,53.0,1.9097
962,27.1,54.4,1.9168
1083,27.6,52.1,1.8936
1061,29.0,48.5,1.9133
1012,31.0,42.9,1.8909
1031,32.5,39.4,1.8982
1011,36.9,30.9,1.8934
1009,36.2,30.6,1.8105
980,37.7,27.7,1.778
961,37.1,27.2,1.6874
966,39.5,24.3,1.7216
1022,39.9,23.8,1.7127
1091,39.6,24.3,1.7255
1063,37.2,29.1,1.8185
1116,33.9,37.1,1.9264
1101,31.6,43.6,1.9944
1072,30.3,47.3,2.0034
1080,29.8,49.1,2.0248
1005,29.0,51.7,2.0375
998,28.5,52.1,2.0036
1000,27.7,53.7,1.9661
932,27.4,53.5,1.9267
808,28.5,48.7,1.872
795,28.9,48.4,1.8982
886,27.1,54.8,1.9309
974,26.1,59.0,1.9669
1112,26.7,58.0,2.0023
1175,27.9,54.9,2.0353
1091,29.7,50.5,2.0767
1066,32.2,41.4,1.9624
1031,35.6,32.2,1.8408
1004,35.7,31.4,1.8025
927,35.5,34.9,1.9841
924,35.0,35.5,1.962
912,35.1,34.6,1.9255
976,36.8,30.5,1.8572
989,34.5,34.7,1.8667
986,33.0,38.1,1.8813
984,30.8,43.1,1.8761
1000,29.1,46.9,1.8652
996,28.2,49.8,1.8795
1013,27.5,50.4,1.823
1004,27.3,49.1,1.7503
949,26.7,46.7,1.6121
895,26.0,45.0,1.4913
863,25.0,47.3,1.4771
786,25.3,44.3,1.4032
792,24.3,46.3,1.3857
816,24.8,43.4,1.3347
826,24.5,40.6,1.2327
826,25.7,36.9,1.1991
809,26.8,35.0,1.2175
809,28.0,34.9,1.3008
853,29.0,34.1,1.3445
814,30.4,30.8,1.3155
807,32.4,26.3,1.2523
811,31.0,28.9,1.277
796,29.3,33.1,1.322
833,26.9,35.2,1.2334
856,28.1,34.2,1.2802
830,28.5,29.4,1.1298
883,27.3,31.0,1.111
965,25.4,36.2,1.1562
931,24.6,38.0,1.158
885,24.3,41.6,1.2467
900,24.9,40.8,1.2696
904,23.8,44.7,1.3019
944,22.8,49.8,1.367
907,22.8,49.4,1.3568
886,20.9,57.4,1.4037
882,20.5,60.6,1.447
843,19.6,63.7,1.4396
825,19.4,64.5,1.4394
791,18.6,67.4,1.4302
856,19.6,63.7,1.4419
861,21.7,56.4,1.4496
924,25.2,47.4,1.4978
941,30.4,34.1,1.4577
879,33.4,25.1,1.2665
816,35.5,18.2,1.0376
715,35.1,15.7,0.8757
717,33.3,17.1,0.8592
711,36.6,11.8,0.7107
731,38.3,10.0,0.6591
752,37.3,10.9,0.6846
879,34.6,20.0,1.0817
922,30.4,28.2,1.204
958,28.1,34.3,1.2821
949,26.5,36.6,1.2484
922,25.7,38.5,1.2548
902,24.7,41.6,1.2751
932,23.6,45.4,1.3067
870,23.4,46.3,1.3134
812,21.6,51.6,1.3171
773,21.2,53.3,1.328
769,20.6,55.1,1.3237
763,22.1,49.6,1.3022
809,21.1,51.6,1.2784
893,21.8,48.6,1.2556
1028,21.7,49.1,1.2602
1011,25.3,41.7,1.3243
994,30.3,30.9,1.3096
937,32.9,24.9,1.2269
902,34.4,23.5,1.2541
860,34.3,22.5,1.1974
843,33.4,21.6,1.0927
872,36.1,18.4,1.0827
857,37.3,15.4,0.9692
922,36.8,16.2,0.9922
951,34.9,20.9,1.1463
962,30.8,26.5,1.1603
957,28.9,28.3,1.1078
928,27.0,30.7,1.079
895,26.6,30.6,1.0459
902,26.0,33.1,1.0955
904,24.1,37.9,1.1204
919,22.2,43.1,1.1396
812,22.8,41.3,1.1284
776,21.2,43.8,1.088
762,21.7,42.6,1.0907
786,20.2,47.1,1.1021
868,20.1,47.8,1.1093
965,20.6,45.5,1.0925
1049,22.4,41.1,1.0979
1008,25.0,36.6,1.143
1008,29.9,26.2,1.0891
973,32.9,21.8,1.0714
964,35.0,17.9,0.99
923,34.6,18.2,0.9832
934,33.8,22.8,1.1781
1036,36.3,19.5,1.1539
1076,38.3,17.9,1.181
1055,36.9,20.9,1.2864
1081,33.9,30.0,1.56
1072,29.8,43.4,1.7988
1038,27.5,50.4,1.8274
1059,27.5,50.4,1.8284
1070,28.1,48.0,1.7933
1093,26.9,49.6,1.7299
1016,26.0,48.0,1.5899
988,24.9,50.6,1.5747
930,23.7,53.2,1.5418
815,24.5,50.9,1.5416
884,22.9,56.1,1.5492
913,23.3,55.5,1.5636
994,23.6,54.2,1.5583
1173,24.9,52.9,1.643
1314,26.4,50.8,1.7166
1252,28.1,47.4,1.7753
1151,30.2,43.2,1.823
1122,31.2,41.9,1.871
1111,33.9,36.0,1.8692
1058,33.9,34.1,1.7754
972,34.4,30.6,1.6402
985,35.3,28.5,1.6034
1004,36.3,28.3,1.6851
1030,35.3,29.4,1.6577
965,32.5,34.1,1.6453
987,29.1,42.1,1.6695
923,27.8,35.6,1.3116
872,27.0,30.0,1.0542
939,26.3,37.3,1.2555
954,25.2,40.8,1.2877
969,24.3,43.3,1.2973
882,23.3,45.3,1.2794
805,24.1,44.0,1.3034
790,23.8,44.8,1.3061
779,23.0,47.7,1.3232
842,23.7,46.7,1.3501
835,19.8,59.3,1.3505
792,20.0,59.3,1.3681
749,22.5,48.6,1.3077
803,19.5,57.0,1.2739
818,19.6,56.1,1.2651
932,20.7,53.3,1.287
977,24.7,41.8,1.2839
1011,29.9,30.5,1.2616
975,32.3,27.2,1.2933
958,34.3,24.5,1.3021
903,33.4,22.5,1.1398
854,32.7,22.8,1.1069
890,34.5,20.5,1.1028
962,35.9,20.3,1.18
1028,35.8,23.0,1.3323
1031,33.5,29.0,1.4797
1087,29.8,39.6,1.6324
1029,27.9,43.1,1.6004
1070,27.3,44.5,1.5885
1059,26.0,47.6,1.5806
1125,25.3,52.9,1.6765
1062,24.5,56.3,1.7026
1049,23.5,59.8,1.7141
999,22.6,62.6,1.6945
947,21.8,64.6,1.6721
904,21.0,66.9,1.6454
894,21.2,66.4,1.6468
875,21.0,66.5,1.6344
870,21.3,64.1,1.6043
952,22.7,58.1,1.5856
949,25.1,51.8,1.6304
1028,29.5,39.0,1.5868
1003,32.3,31.8,1.5128
934,33.6,28.9,1.4792
872,31.9,28.2,1.3116
852,32.5,25.9,1.2437
881,34.1,23.4,1.2307
942,36.2,21.4,1.2664
1038,35.6,22.6,1.2984
1042,33.6,25.7,1.3101
1181,29.9,35.2,1.4603
1116,28.3,39.2,1.4826
1062,27.0,43.0,1.5118
1085,26.2,46.8,1.5669
1161,25.1,51.5,1.621
1053,24.1,55.3,1.6363
956,23.8,57.8,1.677
859,23.7,56.2,1.6255
813,24.8,52.2,1.6086
815,22.9,59.4,1.6353
902,22.0,62.3,1.6266
1017,21.5,64.0,1.6256
1336,22.6,60.3,1.6287
1393,23.8,56.5,1.64
1271,25.7,50.6,1.6475
1169,27.8,45.4,1.6751
1143,29.9,39.6,1.6397
